split,dataset,query_id,group,depth,initial_f1,pre_f1,post_f1,observed_delta,resolved_count,unresolved_count,resolved_fraction,evidence_support_count,support_per_resolved,answer_token_count,answer_char_count,reasoning_progress_token_count,reasoning_progress_char_count,next_information_need_token_count,next_search_query_token_count,cot_step_count,cot_token_count,passage_count,unique_passage_ratio,unique_title_ratio,evidence_vocab_size,retrieval_score_mean,retrieval_score_max,retrieval_score_std,question_query_jaccard,question_answer_jaccard,answer_evidence_jaccard,query_evidence_jaccard,progress_evidence_jaccard,need_evidence_jaccard,support_evidence_jaccard,answer_support_jaccard,unresolved_query_jaccard,resolved_evidence_jaccard,unresolved_evidence_jaccard,mu,v_hat,dynamic_benefit,adaptive_score,historical_native_u,historical_raser,historical_benefit,historical_direct_gain_et,historical_idr,provider_tokens,latency_ms
independent-evaluation,hotpotqa,5a8def8d554299068b959e20,hotpotqa::5a8def8d554299068b959e20,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,10.0,33.0,254.0,24.0,12.0,1.0,33.0,6.0,1.0,1.0,140.0,47.517541666666666,67.689995,9.634785870279952,0.4,0.0,0.014285714285714285,0.07801418439716312,0.12337662337662338,0.10810810810810811,0.20689655172413793,0.05714285714285714,0.0,0.09722222222222222,0.0,0.15256666666666666,0.02319326150322722,0.0659555655288738,0.8044284582138062,-1446.0,-1276.0,-1335.0,-996.0,-1244.0,1278.0,12575.105800002348
independent-evaluation,hotpotqa,5a8def8d554299068b959e20,hotpotqa::5a8def8d554299068b959e20,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,10.0,27.0,216.0,17.0,12.0,2.0,37.0,7.0,1.0,1.0,145.0,45.89047285714285,67.689995,9.769949662509136,0.4,0.0,0.013793103448275862,0.07534246575342465,0.10256410256410256,0.058823529411764705,0.12666666666666668,0.08333333333333333,0.0,0.08843537414965986,0.0,0.013661111111111107,-0.006556584735081936,0.01086190984797796,0.33338379859924316,-1446.0,-1276.0,-1335.0,-996.0,-1244.0,1337.0,12850.355499998841
independent-evaluation,hotpotqa,5a8e20a05542990e94052a61,hotpotqa::5a8e20a05542990e94052a61,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,4.0,46.0,381.0,19.0,13.0,1.0,46.0,6.0,1.0,1.0,110.0,116.698371,165.06393,29.69628666922603,0.2972972972972973,0.0,0.00909090909090909,0.10810810810810811,0.17293233082706766,0.10256410256410256,0.24324324324324326,0.03571428571428571,0.5625,0.08035714285714286,0.08928571428571429,0.15256666666666666,0.21604449267571094,0.3529096044988543,0.8124985694885254,-1617.0,-1265.0,-1054.0,-840.0,-1305.0,1872.0,23151.766099996166
independent-evaluation,hotpotqa,5a8e20a05542990e94052a61,hotpotqa::5a8e20a05542990e94052a61,2.0,1.0,1.0,0.08,-0.92,1.0,1.0,0.5,2.0,2.0,1.0,4.0,35.0,294.0,25.0,9.0,2.0,65.0,9.0,1.0,1.0,224.0,89.61920155555555,165.06393,45.334066623825414,0.2571428571428571,0.0,0.004464285714285714,0.04017857142857143,0.09282700421940929,0.06866952789699571,0.2345132743362832,0.01818181818181818,0.6666666666666666,0.044642857142857144,0.049107142857142856,0.013661111111111107,0.013224289827573753,0.04636761173187435,0.1723654419183731,-1617.0,-1265.0,-1054.0,-840.0,-1305.0,1980.0,20534.824799993658
independent-evaluation,hotpotqa,5a8e3aba5542995085b373fc,hotpotqa::5a8e3aba5542995085b373fc,1.0,0.25,0.25,0.0,-0.25,1.0,1.0,0.5,2.0,2.0,7.0,39.0,41.0,335.0,14.0,6.0,1.0,41.0,6.0,1.0,1.0,163.0,41.343259833333335,59.94871,10.722329244228458,0.25,0.3333333333333333,0.030303030303030304,0.018072289156626505,0.07368421052631578,0.041176470588235294,0.14545454545454545,0.13793103448275862,0.5555555555555556,0.049079754601226995,0.017857142857142856,0.15256666666666666,0.1147775178681299,0.2750430749524265,0.4894166886806488,-1070.0,-1411.0,-1128.0,-846.0,-1384.0,1583.0,17511.386800004402
independent-evaluation,hotpotqa,5a8e3aba5542995085b373fc,hotpotqa::5a8e3aba5542995085b373fc,2.0,0.25,0.0,0.0,0.0,1.0,1.0,0.5,2.0,2.0,6.0,35.0,47.0,349.0,15.0,4.0,2.0,63.0,10.0,1.0,1.0,189.0,36.5802775,59.94871,10.15096917119747,0.3,0.36363636363636365,0.02631578947368421,0.015789473684210527,0.0776255707762557,0.03553299492385787,0.21465968586387435,0.08888888888888889,0.18181818181818182,0.042328042328042326,0.04975124378109453,0.013661111111111107,0.03311686112371479,0.22008666635590576,0.0857962891459465,-1070.0,-1411.0,-1128.0,-846.0,-1384.0,1612.0,15996.712000007392
independent-evaluation,hotpotqa,5a8e531e55429917b4a5bda2,hotpotqa::5a8e531e55429917b4a5bda2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,4.0,29.0,238.0,22.0,5.0,1.0,29.0,6.0,1.0,1.0,176.0,30.061384166666667,33.91188,2.297892188667649,0.0,0.0,0.005681818181818182,0.022598870056497175,0.0962566844919786,0.058823529411764705,0.0,0.0,0.3333333333333333,0.056179775280898875,0.028089887640449437,0.15256666666666666,0.2834939780117668,0.39262269493364327,0.8619052171707153,-967.0,-748.0,-592.0,-897.0,-539.0,1959.0,18649.55669999472
independent-evaluation,hotpotqa,5a8e531e55429917b4a5bda2,hotpotqa::5a8e531e55429917b4a5bda2,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,28.0,232.0,25.0,9.0,2.0,42.0,12.0,1.0,1.0,343.0,33.22010341666667,66.03134,10.06065045431402,0.16666666666666666,0.0,0.0029154518950437317,0.020289855072463767,0.05099150141643059,0.045454545454545456,0.0345821325648415,0.0625,0.0,0.037463976945244955,0.0,0.013661111111111107,-0.002397847345268618,0.0,0.2390204519033432,-967.0,-748.0,-592.0,-897.0,-539.0,2176.0,13040.534200001275
independent-evaluation,hotpotqa,5a8e53715542990e94052ad0,hotpotqa::5a8e53715542990e94052ad0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,14.0,23.0,197.0,20.0,9.0,1.0,23.0,6.0,1.0,1.0,136.0,49.7513945,58.622444,6.204056540987242,0.13333333333333333,0.0,0.014705882352941176,0.058394160583941604,0.1276595744680851,0.07586206896551724,0.13043478260869565,0.0,0.0,0.08029197080291971,0.0,0.15256666666666666,-0.021410419427303408,0.006548558117885848,0.5343103408813477,-710.0,-516.0,-742.0,-1614.0,-455.0,1980.0,17252.472599997418
independent-evaluation,hotpotqa,5a8e53715542990e94052ad0,hotpotqa::5a8e53715542990e94052ad0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,2.0,14.0,27.0,222.0,25.0,8.0,2.0,30.0,12.0,1.0,1.0,255.0,41.94581616666667,58.622444,9.125940338799793,0.06666666666666667,0.0,0.00784313725490196,0.01937984496124031,0.07633587786259542,0.04868913857677903,0.0,0.0,0.0,0.05058365758754864,0.0,0.013661111111111107,-0.003243702300905107,0.0029327458256029684,0.1508917361497879,-710.0,-516.0,-742.0,-1614.0,-455.0,2497.0,17382.695899999817
independent-evaluation,hotpotqa,5a8e5b095542990e94052ae6,hotpotqa::5a8e5b095542990e94052ae6,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.75,2.0,0.6666666666666666,2.0,13.0,37.0,273.0,15.0,7.0,1.0,37.0,6.0,1.0,1.0,208.0,101.26462766666667,177.9714,35.90481022767331,0.1,0.0,0.009615384615384616,0.018957345971563982,0.09865470852017937,0.046948356807511735,0.10952380952380952,0.08,0.5454545454545454,0.07142857142857142,0.03317535545023697,0.15256666666666666,0.05484062523843504,0.18238971055502806,0.8374035358428955,-1799.0,-1470.0,-1187.0,-865.0,-1432.0,1863.0,14658.834800000477
independent-evaluation,hotpotqa,5a8e5b095542990e94052ae6,hotpotqa::5a8e5b095542990e94052ae6,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,2.0,2.0,13.0,28.0,216.0,22.0,11.0,2.0,49.0,12.0,1.0,1.0,260.0,70.38544025,177.9714,42.14306967614258,0.2,0.0,0.007692307692307693,0.038314176245210725,0.058823529411764705,0.07224334600760456,0.12213740458015267,0.058823529411764705,0.42857142857142855,0.04230769230769231,0.03065134099616858,0.013661111111111107,0.08542887847716683,0.07376880742482246,0.25763699412345886,-1799.0,-1470.0,-1187.0,-865.0,-1432.0,2313.0,19287.18210000079
independent-evaluation,hotpotqa,5a8eb14355429917b4a5bdb0,hotpotqa::5a8eb14355429917b4a5bdb0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,21.0,154.0,20.0,15.0,1.0,21.0,6.0,1.0,1.0,128.0,121.04505166666667,129.34566,4.723275678920221,0.48148148148148145,0.0,0.0,0.0916030534351145,0.02054794520547945,0.1044776119402985,0.0,0.0,0.4482758620689655,0.0,0.11510791366906475,0.15256666666666666,0.14160811349815577,0.16499404861228134,0.6849952340126038,-730.0,-479.0,-95.0,-54.0,-678.0,1700.0,10005.494400000316
independent-evaluation,hotpotqa,5a8eb14355429917b4a5bdb0,hotpotqa::5a8eb14355429917b4a5bdb0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,34.0,245.0,30.0,17.0,2.0,39.0,11.0,1.0,1.0,177.0,108.76078372727272,129.34566,13.90540692798129,0.6153846153846154,0.0,0.0,0.07777777777777778,0.06565656565656566,0.13736263736263737,0.0,0.0,0.6071428571428571,0.0,0.10215053763440861,0.013661111111111107,0.06499683319896271,0.07513767656065215,0.2111705243587494,-730.0,-479.0,-95.0,-54.0,-678.0,1775.0,12449.164999998175
independent-evaluation,hotpotqa,5a8efb2a5542997ba9cb3161,hotpotqa::5a8efb2a5542997ba9cb3161,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,7.0,37.0,298.0,13.0,5.0,1.0,37.0,6.0,1.0,1.0,140.0,34.373976666666664,42.79191,3.955474512118686,0.05555555555555555,0.0,0.0,0.028368794326241134,0.08588957055214724,0.05517241379310345,0.1347517730496454,0.0,0.4,0.04929577464788732,0.027586206896551724,0.15256666666666666,0.2955397480954062,0.3468383547126748,0.8888039588928223,-221.0,-271.0,-63.0,-642.0,-185.0,1913.0,14541.569499997422
independent-evaluation,hotpotqa,5a8efb2a5542997ba9cb3161,hotpotqa::5a8efb2a5542997ba9cb3161,2.0,0.0,0.5,0.5,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,1.0,9.0,33.0,229.0,18.0,6.0,2.0,55.0,12.0,1.0,1.0,294.0,35.1277985,54.72721,7.1347152319047105,0.05263157894736842,0.07142857142857142,0.003401360544217687,0.02040816326530612,0.06168831168831169,0.036544850498338874,0.06020066889632107,0.043478260869565216,0.4166666666666667,0.03367003367003367,0.030405405405405407,0.013661111111111107,0.00867516767276166,0.025002371921655418,0.24872629344463348,-221.0,-271.0,-63.0,-642.0,-185.0,1993.0,15314.736400003312
independent-evaluation,hotpotqa,5a8efc9055429918e830d177,hotpotqa::5a8efc9055429918e830d177,1.0,0.33,0.33,0.2,-0.13,2.0,0.0,1.0,2.0,1.0,5.0,29.0,27.0,212.0,19.0,5.0,1.0,27.0,6.0,1.0,1.0,134.0,37.363567833333335,46.689365,5.396890183959755,0.3,0.4444444444444444,0.022058823529411766,0.02962962962962963,0.11805555555555555,0.0625,0.145985401459854,0.037037037037037035,0.0,0.05223880597014925,0.0,0.15256666666666666,-0.03893266508264061,0.09318791278215631,0.37005946040153503,-1170.0,-1533.0,-1561.0,-1418.0,-1600.0,1183.0,16258.901200002583
independent-evaluation,hotpotqa,5a8efc9055429918e830d177,hotpotqa::5a8efc9055429918e830d177,2.0,0.33,0.2,0.2,0.0,2.0,0.0,1.0,2.0,1.0,9.0,56.0,20.0,141.0,21.0,8.0,2.0,40.0,8.0,1.0,1.0,150.0,35.7683625,46.689365,5.42966890100025,0.23076923076923078,0.8888888888888888,0.046052631578947366,0.046357615894039736,0.0625,0.042682926829268296,0.10967741935483871,0.14814814814814814,0.0,0.09210526315789473,0.0,0.013661111111111107,0.058430667882930304,0.10436948322452527,0.037248529493808746,-1170.0,-1533.0,-1561.0,-1418.0,-1600.0,1749.0,11637.282700001379
independent-evaluation,hotpotqa,5a8f17f4554299458435d569,hotpotqa::5a8f17f4554299458435d569,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,3.0,16.0,36.0,263.0,18.0,12.0,1.0,36.0,6.0,1.0,1.0,132.0,47.00350266666667,73.6113,11.997946604054485,0.18181818181818182,0.034482758620689655,0.022727272727272728,0.07462686567164178,0.15862068965517243,0.0948905109489051,0.22556390977443608,0.0967741935483871,0.8571428571428571,0.07352941176470588,0.08148148148148149,0.15256666666666666,0.2975076739167661,0.4644052381791876,0.7038971185684204,-544.0,-1065.0,-1411.0,-1534.0,-1250.0,1837.0,21810.432400001446
independent-evaluation,hotpotqa,5a8f17f4554299458435d569,hotpotqa::5a8f17f4554299458435d569,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.6666666666666666,2.0,10.0,37.0,277.0,28.0,11.0,2.0,47.0,10.0,1.0,1.0,252.0,44.2230437,73.6113,10.09666087209516,0.11764705882352941,0.0,0.007936507936507936,0.03137254901960784,0.09885931558935361,0.07279693486590039,0.16141732283464566,0.046511627906976744,0.0,0.13127413127413126,0.0,0.013661111111111107,0.0014137425900552837,0.007871558806322185,0.18455083668231964,-544.0,-1065.0,-1411.0,-1534.0,-1250.0,2087.0,21380.82040000154
independent-evaluation,hotpotqa,5a8f20d655429924144829dc,hotpotqa::5a8f20d655429924144829dc,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,2.0,1.0,1.0,4.0,40.0,343.0,21.0,6.0,1.0,40.0,6.0,1.0,1.0,140.0,34.43804316666667,35.832333,1.0031798103717358,0.13636363636363635,0.0,0.007142857142857143,0.03546099290780142,0.1464968152866242,0.06622516556291391,0.19014084507042253,0.034482758620689655,0.35294117647058826,0.1111111111111111,0.053691275167785234,0.15256666666666666,0.0439138303298842,0.17581596564044227,0.8122926950454712,-1526.0,-1086.0,-1080.0,-930.0,-955.0,1377.0,15931.986200004758
independent-evaluation,hotpotqa,5a8f20d655429924144829dc,hotpotqa::5a8f20d655429924144829dc,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,4.0,38.0,248.0,17.0,6.0,2.0,53.0,9.0,1.0,1.0,172.0,35.195917,42.67657,2.7841213588579627,0.13636363636363635,0.0,0.005813953488372093,0.028901734104046242,0.09947643979057591,0.04419889502762431,0.10982658959537572,0.05,0.4166666666666667,0.06936416184971098,0.03977272727272727,0.013661111111111107,0.008454276505682097,0.05329101453674551,0.25263893604278564,-1526.0,-1086.0,-1080.0,-930.0,-955.0,1433.0,12494.658600000548
independent-evaluation,hotpotqa,5a8f300555429918e830d1c8,hotpotqa::5a8f300555429918e830d1c8,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,19.0,36.0,279.0,13.0,9.0,1.0,36.0,6.0,1.0,1.0,124.0,38.68305683333333,44.10073,3.8702502209722143,0.3,0.0,0.016129032258064516,0.064,0.15942028985507245,0.06201550387596899,0.232,0.06666666666666667,0.3684210526315789,0.07751937984496124,0.08461538461538462,0.15256666666666666,0.08952313701724733,0.13207738909574393,0.7558467388153076,-1605.0,-1412.0,-793.0,-1012.0,-1275.0,1711.0,18426.89220000466
independent-evaluation,hotpotqa,5a8f300555429918e830d1c8,hotpotqa::5a8f300555429918e830d1c8,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.6666666666666666,2.0,19.0,44.0,379.0,17.0,6.0,2.0,55.0,12.0,1.0,1.0,175.0,44.3060965,57.550594,6.851959917326143,0.045454545454545456,0.0,0.011428571428571429,0.028409090909090908,0.12886597938144329,0.04918032786885246,0.2994350282485876,0.03636363636363636,0.0,0.1340782122905028,0.0,0.013661111111111107,-0.004335149045509505,0.023678299884600473,0.43454688787460327,-1605.0,-1412.0,-793.0,-1012.0,-1275.0,2021.0,17177.063499992073
independent-evaluation,hotpotqa,5a8f32b755429918e830d1ca,hotpotqa::5a8f32b755429918e830d1ca,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,20.0,142.0,10.0,9.0,1.0,20.0,6.0,1.0,1.0,194.0,38.90875166666667,42.063084,2.594164483389125,0.375,0.0,0.0,0.041025641025641026,0.07,0.03553299492385787,0.0,0.0,0.6363636363636364,0.0,0.041025641025641026,0.15256666666666666,0.4469357337756726,0.536373544802323,0.7068697214126587,-208.0,-714.0,-555.0,-1035.0,-936.0,2038.0,12352.295300006517
independent-evaluation,hotpotqa,5a8f32b755429918e830d1ca,hotpotqa::5a8f32b755429918e830d1ca,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.3333333333333333,2.0,14.0,17.0,133.0,20.0,8.0,2.0,28.0,12.0,1.0,1.0,310.0,47.60225916666667,58.45572,8.97038005223452,0.23529411764705882,0.0,0.0064516129032258064,0.025806451612903226,0.0380952380952381,0.04100946372239748,0.0,0.0,0.0,0.05128205128205128,0.0,0.013661111111111107,-0.006266278575546119,0.001971639054345821,0.2133668214082718,-208.0,-714.0,-555.0,-1035.0,-936.0,2992.0,18060.478500003228
independent-evaluation,hotpotqa,5a8f58625542992414482a6a,hotpotqa::5a8f58625542992414482a6a,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,2.0,2.0,9.0,28.0,270.0,9.0,4.0,1.0,28.0,6.0,1.0,1.0,234.0,58.312469,61.223427,2.2145121982989084,0.05,0.0,0.008547008547008548,0.00847457627118644,0.06938775510204082,0.016736401673640166,0.0,0.0,0.8,0.046413502109704644,0.008438818565400843,0.15256666666666666,0.42388516663091497,0.5421244288464984,0.7938317656517029,-1194.0,-860.0,-1654.0,-1711.0,-1022.0,2066.0,13251.939200003108
independent-evaluation,hotpotqa,5a8f58625542992414482a6a,hotpotqa::5a8f58625542992414482a6a,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,1.0,0.5,1.0,4.0,34.0,258.0,13.0,8.0,2.0,40.0,12.0,1.0,1.0,291.0,43.986839833333335,61.223427,14.597866592904458,0.041666666666666664,0.0,0.003436426116838488,0.023972602739726026,0.076158940397351,0.02356902356902357,0.10616438356164383,0.03125,0.3333333333333333,0.04778156996587031,0.017006802721088437,0.013661111111111107,0.01617862666369348,0.028989888925758,0.24606722593307495,-1194.0,-860.0,-1654.0,-1711.0,-1022.0,2327.0,17468.338099999528
independent-evaluation,hotpotqa,5a8f600355429918e830d207,hotpotqa::5a8f600355429918e830d207,1.0,1.0,1.0,0.0,-1.0,2.0,1.0,0.6666666666666666,2.0,1.0,1.0,5.0,27.0,174.0,18.0,8.0,1.0,27.0,6.0,1.0,1.0,177.0,36.397397166666664,53.118523,7.556214192134036,0.5,0.0,0.005649717514124294,0.0335195530726257,0.05699481865284974,0.0427807486631016,0.13966480446927373,0.037037037037037035,0.13333333333333333,0.0449438202247191,0.027624309392265192,0.15256666666666666,-0.002305806429104319,0.09852221697542159,0.7094834446907043,-1284.0,-991.0,-865.0,-1088.0,-795.0,1317.0,19071.692099991196
independent-evaluation,hotpotqa,5a8f600355429918e830d207,hotpotqa::5a8f600355429918e830d207,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,1.0,6.0,26.0,187.0,19.0,13.0,2.0,34.0,6.0,1.0,1.0,177.0,36.397397166666664,53.118523,7.556214192134036,0.2777777777777778,0.0,0.0,0.049723756906077346,0.04639175257731959,0.031578947368421054,0.16759776536312848,0.0,0.16666666666666666,0.03954802259887006,0.02127659574468085,0.013661111111111107,-0.03900015472203185,0.027002004760340814,0.05995545908808708,-1284.0,-991.0,-865.0,-1088.0,-795.0,1582.0,15474.94440000446
independent-evaluation,hotpotqa,5a8f938855429918e830d274,hotpotqa::5a8f938855429918e830d274,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,2.0,15.0,30.0,257.0,18.0,9.0,1.0,30.0,6.0,1.0,1.0,204.0,48.57575416666667,60.35854,7.0616459691723055,0.35294117647058826,0.14285714285714285,0.00980392156862745,0.03398058252427184,0.08333333333333333,0.05714285714285714,0.0,0.0,0.1,0.028985507246376812,0.02843601895734597,0.15256666666666666,-0.016887371976974413,0.08069507447087584,0.44897693395614624,-1474.0,-1289.0,-1791.0,-1669.0,-1371.0,1709.0,13614.988199995423
independent-evaluation,hotpotqa,5a8f938855429918e830d274,hotpotqa::5a8f938855429918e830d274,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,2.0,15.0,36.0,308.0,16.0,7.0,2.0,44.0,9.0,1.0,1.0,269.0,44.328698333333335,60.35854,8.357470255703337,0.23529411764705882,0.14285714285714285,0.007434944237918215,0.01845018450184502,0.07394366197183098,0.03260869565217391,0.05166051660516605,0.0,0.14285714285714285,0.01838235294117647,0.014598540145985401,0.013661111111111107,-0.02370603293594298,0.009418011886388713,0.04297506809234619,-1474.0,-1289.0,-1791.0,-1669.0,-1371.0,2203.0,17130.36170000123
independent-evaluation,hotpotqa,5a9041275542990a984935ca,hotpotqa::5a9041275542990a984935ca,1.0,0.57,0.57,0.4,-0.16999999999999993,2.0,2.0,0.5,1.0,0.5,5.0,32.0,37.0,340.0,21.0,9.0,1.0,37.0,6.0,1.0,1.0,173.0,36.1011385,40.019714,2.6777508700608403,0.3125,0.0,0.011363636363636364,0.03409090909090909,0.07692307692307693,0.06593406593406594,0.11494252873563218,0.08333333333333333,0.15789473684210525,0.09090909090909091,0.03333333333333333,0.15256666666666666,0.0634003551803496,0.19498182724573532,0.7852143049240112,-956.0,-884.0,-631.0,-1583.0,-754.0,2358.0,26086.71869999671
independent-evaluation,hotpotqa,5a9041275542990a984935ca,hotpotqa::5a9041275542990a984935ca,2.0,0.57,0.4,0.4,0.0,3.0,2.0,0.6,3.0,1.0,4.0,35.0,32.0,329.0,18.0,8.0,2.0,52.0,12.0,1.0,1.0,266.0,48.566576833333336,75.285355,14.417207537576326,0.3333333333333333,0.06666666666666667,0.015037593984962405,0.026217228464419477,0.08363636363636363,0.05185185185185185,0.16728624535315986,0.08333333333333333,0.3157894736842105,0.07835820895522388,0.03663003663003663,0.013661111111111107,0.036233098439970204,0.07370863645421356,0.10833876579999924,-956.0,-884.0,-631.0,-1583.0,-754.0,2848.0,20926.440200004436
independent-evaluation,hotpotqa,5a9052b35542995651fb513f,hotpotqa::5a9052b35542995651fb513f,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.5,3.0,22.0,30.0,262.0,13.0,7.0,1.0,30.0,6.0,1.0,1.0,140.0,33.56513,42.541977,4.11067073400903,0.35714285714285715,0.0,0.0,0.05,0.1111111111111111,0.0625,0.3971631205673759,0.0,0.0,0.06802721088435375,0.0,0.15256666666666666,-0.05338005783988862,0.03920265571570299,0.656687319278717,-627.0,-110.0,-355.0,-216.0,-189.0,1988.0,20260.22170000215
independent-evaluation,hotpotqa,5a9052b35542995651fb513f,hotpotqa::5a9052b35542995651fb513f,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,22.0,32.0,279.0,29.0,8.0,2.0,39.0,12.0,1.0,1.0,236.0,34.91920566666667,42.541977,3.4816947845847372,0.17647058823529413,0.0,0.012711864406779662,0.029535864978902954,0.06772908366533864,0.0642570281124498,0.19747899159663865,0.061224489795918366,0.0,0.05508474576271186,0.0,0.013661111111111107,0.0024332162176558176,0.020933749637752287,0.33209389448165894,-627.0,-110.0,-355.0,-216.0,-189.0,2651.0,27343.690900001093
independent-evaluation,hotpotqa,5a906adc5542990a98493632,hotpotqa::5a906adc5542990a98493632,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.75,1.0,0.3333333333333333,7.0,61.0,30.0,239.0,15.0,11.0,1.0,30.0,6.0,1.0,1.0,192.0,41.99711216666667,51.593334,5.05989229194563,0.21052631578947367,0.0,0.036458333333333336,0.05181347150259067,0.06220095693779904,0.050761421319796954,0.15544041450777202,0.22580645161290322,0.0,0.06030150753768844,0.01015228426395939,0.15256666666666666,0.10358749183609975,0.2918013431848021,0.7390689253807068,-1314.0,-837.0,-1102.0,-1556.0,-376.0,2185.0,22676.938500007964
independent-evaluation,hotpotqa,5a906adc5542990a98493632,hotpotqa::5a906adc5542990a98493632,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,3.0,1.5,7.0,61.0,49.0,447.0,19.0,14.0,2.0,64.0,11.0,1.0,1.0,345.0,50.837770727272726,72.69906,12.1592416223355,0.23809523809523808,0.0,0.020289855072463767,0.0345821325648415,0.07945205479452055,0.037037037037037035,0.10632183908045977,0.175,0.09090909090909091,0.031609195402298854,0.008522727272727272,0.013661111111111107,0.026523714651950827,0.1733181383950957,0.12323924154043198,-1314.0,-837.0,-1102.0,-1556.0,-376.0,2268.0,26416.791900002863
independent-evaluation,hotpotqa,5a908fc855429916514e74f6,hotpotqa::5a908fc855429916514e74f6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,4.0,26.0,19.0,167.0,14.0,7.0,1.0,19.0,6.0,1.0,1.0,215.0,62.220879333333336,70.31062,5.640013484369302,0.35714285714285715,0.3333333333333333,0.018604651162790697,0.027777777777777776,0.06363636363636363,0.03153153153153153,0.0,0.0,0.0,0.05555555555555555,0.0,0.15256666666666666,-0.0617476534564653,0.03273205526843297,0.4553162455558777,-1488.0,-1104.0,-1354.0,-1115.0,-1281.0,1942.0,18877.556300001743
independent-evaluation,hotpotqa,5a908fc855429916514e74f6,hotpotqa::5a908fc855429916514e74f6,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.6666666666666666,4.0,26.0,19.0,195.0,15.0,7.0,2.0,23.0,10.0,1.0,1.0,272.0,51.9331169,70.31062,13.381209951789991,0.35714285714285715,0.3333333333333333,0.014705882352941176,0.02197802197802198,0.05054151624548736,0.03237410071942446,0.0,0.0,0.0,0.03597122302158273,0.0,0.013661111111111107,-0.004427532033376317,0.07561437979948929,0.10608803480863571,-1488.0,-1104.0,-1354.0,-1115.0,-1281.0,1946.0,14835.678599993116
independent-evaluation,hotpotqa,5a9093df55429933b8a2056a,hotpotqa::5a9093df55429933b8a2056a,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,23.0,180.0,12.0,7.0,1.0,23.0,6.0,1.0,1.0,142.0,44.137751,65.00389,9.556228927654532,0.15384615384615385,0.0,0.0,0.04195804195804196,0.10738255033557047,0.07692307692307693,0.11888111888111888,0.0,0.46153846153846156,0.1056338028169014,0.06944444444444445,0.15256666666666666,0.46007766483223794,0.45820325623221647,0.8937687873840332,-609.0,-910.0,-352.0,-230.0,-878.0,1720.0,25301.260600004753
independent-evaluation,hotpotqa,5a9093df55429933b8a2056a,hotpotqa::5a9093df55429933b8a2056a,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,12.0,27.0,200.0,15.0,9.0,2.0,32.0,12.0,1.0,1.0,208.0,38.23842033333333,65.00389,9.522758094334343,0.14285714285714285,0.04,0.014423076923076924,0.04326923076923077,0.09302325581395349,0.04205607476635514,0.20952380952380953,0.06521739130434782,0.0,0.06635071090047394,0.0,0.013661111111111107,-0.0039560942118388774,0.02093526553057734,0.3463246524333954,-609.0,-910.0,-352.0,-230.0,-878.0,2354.0,15446.125800001028
